,x,y,object_id,incident_id,date_time,year,street_name,cross_street,distance,junction_relation,total_injuries,total_fatalities,injury_severity,collision_manner,light_condition,weather,surface_condition,unit_type_1,age_1,gender_1,travel_direction_1,unit_action_1,violation_1,alcohol_use_1,drug_use_1,unit_type_2,age_2,gender_2,travel_direction_2,unit_action_2,violation_2,alcohol_use_2,drug_use_2,lat,long,date,month,day,time,hour,intersection,severity_class
22938,-111.92631,33.4220300000001,22939,3207262,2017-02-12 00:16:00,2017,University Dr,Rural Rd,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Dusk,Cloudy,Dry,Driver,21,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,21,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92631,2017-02-12,2.0,12.0,00:16:00,0.0,University Dr & Rural Rd,None
22967,-111.92631,33.4221000000001,22968,3207266,2017-02-14 01:24:00,2017,Rural Rd,University Dr,25.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,116,Unknown,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,46,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4221,-111.92631,2017-02-14,2.0,14.0,01:24:00,1.0,Rural Rd & University Dr,None
22970,-111.96863,33.37827,22971,3193537,2017-02-14 02:54:00,2017,Baseline Rd,I-10 Exit 155 G-Ramp,0.0,Intersection Interchange,0,0,No Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,255,,East,Making Right Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,20,Female,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96863,2017-02-14,2.0,14.0,02:54:00,2.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
22982,-111.9263,33.4245000000001,22983,3207223,2017-02-14 21:45:00,2017,Rural Rd,6th St,0.0,Intersection Non Interchange,1,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,22,Female,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,21,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4245,-111.9263,2017-02-14,2.0,14.0,21:45:00,21.0,Rural Rd & 6th St,Minor
22986,-111.90911,33.4174800000001,22987,3199471,2017-02-15 01:24:00,2017,McClintock Dr,Don Carlos Ave,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Dark Lighted,Cloudy,Dry,Driver,44,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,23,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2017-02-15,2.0,15.0,01:24:00,1.0,McClintock Dr & Don Carlos Ave,None
23004,-111.96985,33.4093100000001,23005,3207802,2017-02-15 23:47:00,2017,Broadway Rd,52nd St,-100.0,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,33,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,27,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40931,-111.96985,2017-02-15,2.0,15.0,23:47:00,23.0,Broadway Rd & 52nd St,Minor
23019,-111.89031,33.42202,23020,3199028,2017-02-16 20:21:00,2017,Price Rd,University Dr,0.0,Intersection Non Interchange,1,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,65,Female,North,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,23,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.89031,2017-02-16,2.0,16.0,20:21:00,20.0,Price Rd & University Dr,Minor
23028,-111.94625,33.3782,23029,3207260,2017-02-17 04:56:00,2017,Baseline Rd,Kyrene Rd,-79.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,37,Male,East,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,Driver,21,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3782,-111.94625,2017-02-17,2.0,17.0,04:56:00,4.0,Baseline Rd & Kyrene Rd,None
23043,-111.92629,33.4283,23044,3199499,2017-02-18 00:58:00,2017,Rural Rd,Rio Salado Pkwy,-200.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,24,Female,North,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,32,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4283,-111.92629,2017-02-18,2.0,18.0,00:58:00,0.0,Rural Rd & Rio Salado Pkwy,None
23051,-111.94002,33.42193,23052,3199474,2017-02-18 21:36:00,2017,University Dr,Mill Ave,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Cloudy,Wet,Driver,23,Male,Southwest,Stopped In Trafficway,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,24,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.94002,2017-02-18,2.0,18.0,21:36:00,21.0,University Dr & Mill Ave,None
23064,-111.93937,33.37821,23065,3215281,2017-02-19 05:56:00,2017,Baseline Rd,Mill Ave,0.0,Intersection Non Interchange,2,0,Possible Injury,Head On,Dark Lighted,Clear,Dry,Driver,18,Male,South,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,25,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.93937,2017-02-19,2.0,19.0,05:56:00,5.0,Baseline Rd & Mill Ave,Minor
23075,-111.9263,33.41684,23076,3199483,2017-02-20 01:19:00,2017,Rural Rd,Lemon St,0.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Dusk,Cloudy,Wet,Driver,25,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,54,Male,Southeast,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41684,-111.9263,2017-02-20,2.0,20.0,01:19:00,1.0,Rural Rd & Lemon St,None
23078,-111.89033,33.40727,23079,3214804,2017-02-20 16:41:00,2017,Price Rd,Broadway Rd,-75.0,Frontage Road Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,116,Unknown,North,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,18,Female,North,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.40727,-111.89033,2017-02-20,2.0,20.0,16:41:00,16.0,Price Rd & Broadway Rd,None
23082,-111.93982,33.3782200000001,23083,3199445,2017-02-20 19:15:00,2017,Baseline Rd,Mill Ave,-140.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,25,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,26,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.93982,2017-02-20,2.0,20.0,19:15:00,19.0,Baseline Rd & Mill Ave,None
23089,-111.9263,33.4245000000001,23090,3199038,2017-02-21 14:23:00,2017,Rural Rd,6th St,0.0,Intersection Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,20,Female,East,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,Driver,60,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.4245,-111.9263,2017-02-21,2.0,21.0,14:23:00,14.0,Rural Rd & 6th St,None
23115,-111.892,33.4079400000001,23116,3213963,2017-02-22 23:09:00,2017,Price Rd,Broadway Rd,160.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,24,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,34,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40794,-111.892,2017-02-22,2.0,22.0,23:09:00,23.0,Price Rd & Broadway Rd,None
23128,-111.92629,33.4288500000001,23129,3199031,2017-02-23 20:23:00,2017,Rural Rd,Rio Salado Pkwy,0.0,Intersection Non Interchange,2,0,Non Incapacitating Injury,Left Turn,Daylight,Clear,Dry,Driver,19,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,22,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.92629,2017-02-23,2.0,23.0,20:23:00,20.0,Rural Rd & Rio Salado Pkwy,Minor
23133,-111.92629,33.4145100000001,23134,3213958,2017-02-23 23:59:00,2017,Rural Rd,Apache Blvd,-91.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,55,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,56,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41451,-111.92629,2017-02-23,2.0,23.0,23:59:00,23.0,Rural Rd & Apache Blvd,None
23136,-111.96947,33.40923,23137,3206959,2017-02-24 00:48:00,2017,Broadway Rd,52nd St,32.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,44,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,35,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40923,-111.96947,2017-02-24,2.0,24.0,00:48:00,0.0,Broadway Rd & 52nd St,None
23137,-111.94374,33.3782200000001,23138,3207060,2017-02-24 00:54:00,2017,Baseline Rd,Kyrene Rd,44.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,22,Female,West,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,50,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.94374,2017-02-24,2.0,24.0,00:54:00,0.0,Baseline Rd & Kyrene Rd,None
23140,-111.93974,33.4219400000001,23141,3207773,2017-02-24 02:20:00,2017,University Dr,Mill Ave,84.0,Intersection Related Non Interchange,4,0,Non Incapacitating Injury,Rear End,Dark Not Lighted,Clear,Dry,Driver,21,Male,West,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,47,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.93974,2017-02-24,2.0,24.0,02:20:00,2.0,University Dr & Mill Ave,Minor
23141,-111.92633,33.3927400000001,23142,3199524,2017-02-24 02:30:00,2017,Rural Rd,Southern Ave,-79.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,29,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,44,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39274,-111.92633,2017-02-24,2.0,24.0,02:30:00,2.0,Rural Rd & Southern Ave,None
23153,-111.9092,33.43102,23154,3207048,2017-02-24 21:06:00,2017,McClintock Dr,Rio Salado Pkwy,640.0,Intersection Related Non Interchange,2,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,21,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,23,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43102,-111.9092,2017-02-24,2.0,24.0,21:06:00,21.0,McClintock Dr & Rio Salado Pkwy,Minor
23155,-111.96986,33.4093100000001,23156,3207822,2017-02-24 23:10:00,2017,Broadway Rd,52nd St,-103.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,21,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,67,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40931,-111.96986,2017-02-24,2.0,24.0,23:10:00,23.0,Broadway Rd & 52nd St,None
23180,-111.92612,33.4220300000001,23181,3207774,2017-02-26 04:26:00,2017,University Dr,Rural Rd,60.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,116,Unknown,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,27,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92612,2017-02-26,2.0,26.0,04:26:00,4.0,University Dr & Rural Rd,None
23181,-111.9263,33.4167,23182,3207770,2017-02-26 05:32:00,2017,Rural Rd,Lemon St,-50.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,21,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,22,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4167,-111.9263,2017-02-26,2.0,26.0,05:32:00,5.0,Rural Rd & Lemon St,None
23187,-111.89209,33.4075,23188,3220562,2017-02-26 23:47:00,2017,Broadway Rd,Price Rd,-25.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,26,Female,East,Making Right Turn,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,56,Female,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.89209,2017-02-26,2.0,26.0,23:47:00,23.0,Broadway Rd & Price Rd,None
23192,-111.88978,33.4074900000001,23193,3213915,2017-02-27 17:23:00,2017,Broadway Rd,Price Rd,170.0,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,30,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,28,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40749,-111.88978,2017-02-27,2.0,27.0,17:23:00,17.0,Broadway Rd & Price Rd,Minor
23194,-111.92629,33.4284400000001,23195,3213922,2017-02-27 18:34:00,2017,Rural Rd,Rio Salado Pkwy,-150.0,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,42,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,25,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42844,-111.92629,2017-02-27,2.0,27.0,18:34:00,18.0,Rural Rd & Rio Salado Pkwy,Minor
23196,-111.96979,33.3782600000001,23197,3215268,2017-02-27 20:14:00,2017,Baseline Rd,Wendler Dr,0.0,Intersection Non Interchange,2,0,Non Incapacitating Injury,Left Turn,Daylight,Clear,Dry,Driver,81,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,30,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37826,-111.96979,2017-02-27,2.0,27.0,20:14:00,20.0,Baseline Rd & Wendler Dr,Minor
23201,-111.96992,33.3782600000001,23202,3215105,2017-02-28 02:47:00,2017,Baseline Rd,Wendler Dr,-40.0,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Dark Lighted,Rain,Wet,Driver,29,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,39,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37826,-111.96992,2017-02-28,2.0,28.0,02:47:00,2.0,Baseline Rd & Wendler Dr,Minor
23204,-111.96977,33.4092900000001,23205,3214806,2017-02-28 07:27:00,2017,Broadway Rd,52nd St,-75.0,Intersection Related Non Interchange,0,0,No Injury,Single Vehicle,Dark Lighted,Clear,Dry,Driver,37,Male,Northwest,Unknown,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,,,,,,,,,33.40929,-111.96977,2017-02-28,2.0,28.0,07:27:00,7.0,Broadway Rd & 52nd St,None
23211,-111.96346,33.3782400000001,23212,3215134,2017-02-28 16:12:00,2017,Baseline Rd,Priest Dr,-88.0,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Daylight,Cloudy,Wet,Driver,18,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,40,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96346,2017-02-28,2.0,28.0,16:12:00,16.0,Baseline Rd & Priest Dr,Minor
23214,-111.92595,33.4220300000001,23215,3216328,2017-02-28 18:36:00,2017,University Dr,Rural Rd,111.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Rain,Wet,Driver,19,Male,West,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,24,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92595,2017-02-28,2.0,28.0,18:36:00,18.0,University Dr & Rural Rd,None
23219,-111.89209,33.4075,23220,3213938,2017-02-28 20:23:00,2017,Broadway Rd,Price Rd,-25.0,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Cloudy,Dry,Driver,59,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,55,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.89209,2017-02-28,2.0,28.0,20:23:00,20.0,Broadway Rd & Price Rd,None
23240,-111.89004,33.4074800000001,23241,3216326,2017-03-01 23:14:00,2017,Broadway Rd,Price Rd,91.0,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,68,Male,East,Backing,Other,No Apparent Influence,No Apparent Influence,Driver,39,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40748,-111.89004,2017-03-01,3.0,1.0,23:14:00,23.0,Broadway Rd & Price Rd,None
23263,-111.92629,33.41497,23264,3215216,2017-03-03 02:07:00,2017,Rural Rd,Apache Blvd,75.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dusk,Clear,Dry,Driver,22,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,53,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41497,-111.92629,2017-03-03,3.0,3.0,02:07:00,2.0,Rural Rd & Apache Blvd,None
23266,-111.92592,33.4220300000001,23267,3207024,2017-03-03 16:30:00,2017,University Dr,Rural Rd,121.0,Intersection Related Non Interchange,3,0,Non Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,21,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,42,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92592,2017-03-03,3.0,3.0,16:30:00,16.0,University Dr & Rural Rd,Minor
23277,-111.90945,33.4342,23278,3215210,2017-03-04 04:16:00,2017,McClintock Dr,Rio Salado Pkwy,1800.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,Driver,20,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,39,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4342,-111.90945,2017-03-04,3.0,4.0,04:16:00,4.0,McClintock Dr & Rio Salado Pkwy,None
23278,-111.89033,33.4074800000001,23279,3207381,2017-03-04 05:12:00,2017,Broadway Rd,Price Rd,0.0,Intersection Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,18,Female,East,Going Straight Ahead,Other,No Apparent Influence,No Apparent Influence,Driver,39,Female,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.40748,-111.89033,2017-03-04,3.0,4.0,05:12:00,5.0,Broadway Rd & Price Rd,None
